Instances/ack.mod ;0,1206375198
Instances/ap.mod ;-0,3523860738
Instances/bf1.mod ;0
Instances/bf2.mod ;0,0070423609
Instances/bhs.mod ;-3,428493842
Instances/bl.mod ;0
Instances/bp.mod ;0,3978873577
Instances/cb3.mod ;0,0096334981
Instances/cb6.mod ;-1,031628453
Instances/cm2.mod ;-2,2
Instances/cm4.mod ;-4,4
Instances/da.mod ;-24776,51834
Instances/em_10.mod ;-6,416158235
Instances/em_5.mod ;-4,097768372
Instances/ep.mod ;-1
Instances/exp.mod ;0,006737947
Instances/fls.mod ;-2,021806783
Instances/fr.mod ;25,42294499
Instances/fx_10.mod ;-1,746274361
Instances/fx_5.mod ;-2,706361803
Instances/gp.mod ;5,613188582
Instances/gw.mod ;0,412004736
Instances/h3.mod ;-3,862782148
Instances/h6.mod ;-3,264687644
Instances/hm1.mod ;0
Instances/hm2.mod ;-4,81446989
Instances/hm3.mod ;-2,253563004
Instances/hm4.mod ;0
Instances/hm5.mod ;0
Instances/hm.mod ;4,65E-008
Instances/hsk.mod ;-2,345811576
Instances/hv.mod ;0
Instances/ir0.mod ;37385,15943
Instances/ir1.mod ;0
Instances/ir2.mod ;0,0088256173
Instances/ir3.mod ;0,0322580645
Instances/ir4.mod ;
;0,3231896491
Instances/ir5.mod ;0,0019981703
Instances/kl.mod ;0,0003093013
Instances/ks.mod ;0
Instances/lm1.mod ;0,0334416194
Instances/lm2_10.mod ;0,0070893962
Instances/lm2_5.mod ;0,0028647136
Instances/lv8.mod ;1,50E-032
Instances/mc.mod ;-1,913222955
Instances/mcp.mod ;5,00E-011
Instances/mgp.mod ;7,42E-010
Instances/mgw_10.mod ;0,0737336325
Instances/mgw_20.mod ;0,1862381469
Instances/mgw_2.mod ;0,0134714099
Instances/ml_10.mod ;-0,0040321293
Instances/ml_5.mod ;-0,7699904071
Instances/mr.mod ;0,0035289509
Instances/mrp.mod ;0,0021609995
Instances/nf2.mod ;0,076512823
Instances/nf3_10.mod ;-158,8006708
Instances/nf3_15.mod ;1851,071849
Instances/nf3_20.mod ;15753,84778
Instances/nf3_25.mod ;89680,80423
Instances/nf3_30.mod ;289699,5618
Instances/osp_10.mod ;-1,57E-007
Instances/osp_20.mod ;-9,45E-023
Instances/prd.mod ;0,9870963655
Instances/ptm.mod ;94,92735656
Instances/pwq.mod ;4,51E-006
Instances/rb.mod ;260,1351533
Instances/rg_10.mod ;0,8986726967
Instances/rg_2.mod ;0,0320954535
Instances/s10.mod ;-9,218140328
Instances/s5.mod ;-8,498515051
Instances/s7.mod ;-9,239943157
Instances/sal_10.mod ;1,137078728
Instances/sal_5.mod ;0,1763997282
Instances/sbt.mod ;-182,0453553
Instances/sf1.mod ;0,0089437048
Instances/shv1.mod ;-1
Instances/shv2.mod ;-1,95E-015
Instances/sin_10.mod ;-3,233365405
Instances/sin_20.mod ;-2,059401807
Instances/st_17.mod ;328125761,6
Instances/st_9.mod ;2049,518529
Instances/stg.mod ;0
Instances/swf.mod ;-3285,301531
Instances/sz.mod ;-11,94942547
Instances/szzs.mod ;-1,601307546
Instances/wf.mod ;1,425234548
Instances/xor.mod ;0,8732562912
Instances/zkv_10.mod ;18,84987648
Instances/zkv_20.mod ;231,6267128
Instances/zkv_2.mod ;0
Instances/zkv_5.mod ;2,21E-007
Instances/zlk1.mod ;-1,794674192
Instances/zlk2a.mod ;-1,125
Instances/zlk2b.mod ;-1,125
Instances/zlk3a.mod ;-1
Instances/zlk3b.mod ;-1
Instances/zlk3c.mod ;-1
Instances/zlk4.mod ;0,3978876938
Instances/zlk5.mod ;-3,862782148
Instances/zzs.mod ;-0,8242393985
