f1;22354.79465;548.0842239
;22354.79465;548.0842239
;15227.83815;512.2473981
;23949.30006;699.1861464
;14904.60004;294.5327193
;20882.97988;1088.712504
;20473.8863;660.6173599
;16164.06082;141.7096499
;10782.27031;342.9505393
;15696.16829;866.699811
;17500.89327;1018.042396
;15289.27176;1281.583521
;11789.20894;317.2877508
;4168.77327;295.8141766
;17867.04223;462.8644928
;17979.95126;395.0674742
;26909.36505;896.1136592
;14996.45134;179.082745
;20775.03896;405.3753615
;10502.48452;277.1448202
;9805.775674;708.4161271
;16499.7445;2526.71425
;10269.85728;283.4670178
;16745.79175;1030.335021
;22912.80318;1031.767405
;12505.19414;349.0866328
;17503.23766;934.4254669
;13711.72929;490.6467147
;15487.45593;357.2206619
;10792.28725;238.2400156
Media;
f2;21008666.99;103593.7146
;21008666.99;103593.7146
;28822494.39;70962.42273
;40492741.38;64879.67617
;21089092.01;55766.38462
;21957775.43;24202.44199
;57937348.05;79452.20634
;30294735.3;46128.74021
;20289796.35;7327.139963
;24017217.09;56422.6461
;11119398.29;127473.7935
;29532260.34;49376.77269
;22351642.17;70262.92643
;20089370.49;71511.80607
;74574562.63;178166.4756
;21098541.3;138114.0842
;21168558.54;94455.08891
;20790406.82;79395.93819
;45359686.71;73093.53594
;25855447.73;13273.47667
;21423651.58;14475.19536
;50125360.12;106760.0691
;17160291.04;39188.06478
;26983338.81;551210.1201
;19912834.28;176505.8688
;17366632.12;73411.61798
;13227239.21;81962.85616
;14595113.71;52082.07495
;54188383.59;77259.04742
;32540872.84;191310.3271
Media;
f3;121.7878181;106.5185307
;121.7878181;106.5185307
;155.9555652;55.64534407
;60.06676818;53.69678567
;87.9015954;109.3479957
;87.9571663;91.5478671
;123.0351889;86.22447657
;108.1081938;105.0329596
;132.4609678;144.5888226
;68.87723342;97.03240382
;106.277128;67.83542394
;141.9212869;101.0253319
;99.23368553;127.5925163
;84.72855034;152.4963177
;111.7366899;126.9424953
;171.3792542;156.8925319
;85.85491156;81.2339747
;99.08257807;130.3288192
;106.5794941;88.20371478
;83.95313609;100.1343234
;89.34985152;110.3155505
;103.7952218;89.8164736
;119.5767727;148.9765932
;137.8792017;95.20701634
;162.5708019;137.9666503
;107.5369282;158.272319
;82.89189804;52.35226758
;89.3740157;140.3438312
;93.12510414;116.6975297
;165.6857113;98.47963712
Media;
f4;17.67333269;6.083660598
;17.67333269;6.083660598
;16.04486167;7.942379048
;16.82549124;6.220587938
;15.00064449;7.014445701
;16.2769662;7.053045401
;15.46311342;4.354429875
;16.90313317;6.453101085
;15.5423853;4.854046685
;16.73799102;5.298135857
;16.90875031;6.819584154
;16.26746829;7.292269901
;16.31618888;4.222070674
;14.0145871;8.108354797
;16.43198005;6.951201094
;16.53085449;5.9037355
;16.42074428;5.767328943
;17.52166988;5.14690295
;13.10662148;5.671327846
;14.80879274;5.214474648
;14.13498682;4.873504145
;16.73193013;7.213737604
;15.81503705;5.410902507
;14.55822041;5.989060471
;16.83314905;7.357108867
;14.22559289;5.255602912
;17.07069045;7.079182585
;14.823368;7.307049509
;14.93925031;5.593926095
;15.08150937;6.477925329
Media;
f5;202.1931519;10.37549579
;202.1931519;10.37549579
;138.0505434;7.585153497
;216.5437006;10.92002027
;135.1414004;3.153935894
;188.9468189;5.454687568
;185.2649767;3.683804787
;146.4765474;3.255205253
;98.04043278;7.376457379
;142.2655146;3.39629824
;158.5080394;4.276113306
;138.6034458;6.373896095
;107.1028805;5.124385517
;38.51895942;2.179841456
;161.8033801;8.43385452
;162.8195614;4.835562302
;243.1842865;6.539337189
;135.9680621;4.196134663
;187.9753507;3.652400299
;95.52236072;3.249887538
;89.25198139;4.452609798
;149.4977005;8.144119198
;93.42871549;3.428191439
;151.7121258;7.76004285
;207.2152286;5.870799276
;113.5467473;4.131060009
;158.5291389;5.776113525
;124.4055636;5.663840809
;140.3871034;9.290615978
;98.13058679;4.901249973
Media;
f6;50.41541773;6.364262856
;50.41541773;6.364262856
;40.17467614;5.692084223
;30.48458823;4.221654668
;34.40218436;5.928013633
;31.52476611;4.913761689
;29.1424436;7.880778129
;51.69821655;7.810991827
;38.63442817;6.110303649
;30.04552967;5.216873044
;42.99811421;5.161476254
;55.46018126;55.46018126
;31.33338703;8.336022086
;52.62004987;6.355221726
;44.98670682;5.217213272
;22.99649275;6.262924763
;32.7451292;8.363695959
;39.03554539;5.719472542
;49.58365844;7.69927738
;50.58555008;3.529731059
;49.80138128;6.922653604
;49.58212526;5.057891873
;48.99661849;5.139408231
;39.19345391;6.039262178
;43.30597345;9.139586725
;49.09291387;7.069435876
;50.38644965;6.335867989
;50.77159405;9.385748772
;43.85347006;6.604321361
;54.41559203;6.229229784
Media;
f7;20757.22477;22546.57443
;20757.22477;22546.57443
;10899.41336;12472.39678
;23489.57018;18018.46243
;18494.36299;14361.2784
;27456.06382;20768.4702
;20383.21836;20356.49222
;24034.20452;22642.83038
;15977.63263;20468.41646
;25148.95917;22376.36253
;36040.08723;36040.08723
;20185.64346;14126.50981
;28341.88997;28341.88997
;32100.81588;22577.97669
;11143.10096;6451.105025
;22877.82186;23054.05227
;25334.3847;22407.90138
;12973.82147;13212.41273
;29271.32302;27331.54616
;29046.87807;21837.62127
;17068.35971;19429.32229
;26447.36067;30371.47749
;19306.08095;25125.5966
;21279.64194;21279.68234
;27493.53396;27493.53396
;19929.52443;19960.53715
;27174.9189;20110.63543
;20388.00157;5847.807695
;37561.36451;38191.61595
;29319.85655;16489.83487
Media;
f8;-2319;-2319
;-2319;-2319
;-1893;-1893
;-2305;-2305
;-2753;-2753
;-2398;-2398
;-2406;-2406
;-1943;-1943
;-2309;-2309
;-2635;-2635
;-1981;-1981
;-1924;-1924
;-1736;-1736
;-3082;-3082
;-2450;-2450
;-2112;-2112
;-1837;-1837
;-2056;-2056
;-1837;-1837
;-2032;-2032
;-2177;-2177
;-2107;-2107
;-1579;-1579
;-2558;-2558
;-2553;-2553
;-1961;-1961
;-2376;-2376
;-1803;-1803
;-2589;-2589
;-1636;-1636
Media;
f9;25.59275487;0.271217747
;25.59275487;0.271217747
;13.21246502;0.3590451232
;6.325685489;0.6404217507
;6.189612324;0.6030779328
;5.66575449;0.4916192168
;7.392273836;0.8294424025
;13.14746727;0.7039935983
;10.12272188;0.8247040265
;5.952767851;0.8312411913
;16.8302767;0.4416943226
;16.47803342;0.6085649045
;6.023013932;1.131708928
;4.362881558;0.6514528247
;24.03664439;0.7201129112
;13.77785268;0.2755140555
;9.145549085;0.5382958574
;18.38883523;0.5321441682
;8.0004356;0.3628631915
;11.04866223;0.1431363564
;25.32605238;0.3790147051
;12.07624988;1.090902096
;5.830457193;0.837818942
;5.466077851;0.7105074282
;26.9933138;0.5676392031
;9.229841947;1.086632805
;17.13928349;0.4934981871
;13.20119027;0.8052721364
;10.28005062;3.071221751
;15.93832929;0.7159911845
Media;
f10;-11897.86135;-11897.85979
;-11897.86135;-11897.85979
;-10825.22286;-10825.22286
;-10339.96832;-10339.96832
;-10451.04081;-10451.04081
;-11817.56244;-11817.56244
;-8043.102741;-8043.102741
;-9304.546821;-9304.546821
;-10573.48589;-10573.48589
;-10538.98754;-10538.98754
;-9107.298293;-9107.298293
;-11733.43788;-11733.43788
;-10126.42526;-10126.42526
;-10274.0096;-10274.0096
;-9768.070503;-9768.070503
;-8296.377412;-8296.377412
;-9224.132294;-9642.957147
;-7409.467727;-7409.466736
;-9731.932364;-9731.932364
;-9829.360728;-9829.360728
;-8221.957007;-10915.88231
;-11180.07244;-11180.07244
;-12066.42307;-12066.42307
;-9652.037348;-9652.037348
;-9341.520044;-9341.520044
;-8993.61318;-8993.61318
;-10983.74963;-10983.74963
;-8025.935287;-8025.935012
;-8776.038949;-8776.038949
;-14805.23572;-14805.23572
Media;
